BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","chierchia:hal-01372568","Chierchia, Giovanni; Pustelnik, Nelly; Pesquet, Jean-Christophe & Pesquet-Popescu, B{\'e}atrice","Epigraphical splitting for solving constrained convex optimization problems with proximal tools","{Signal, Image and Video Processing}",9,8,"November","1737-1749",2015,"","","https://hal.archives-ouvertes.fr/hal-01372568","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01372568/file/2015_sivp.pdf",""
7,"","couprie:hal-01217974","Couprie, Michel & Bertrand, Gilles","Asymmetric parallel 3D thinning scheme and algorithms based on isthmuses","{Pattern Recognition Letters}",76,,"","22-31",2016,"","","https://hal.archives-ouvertes.fr/hal-01217974","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01217974/file/3DSkASymHAL_v2.pdf",""
7,"","davis:hal-01796734","Davis, Robert; Burns, Alan; Baruah, Sanjoy K.; Rothvo{\ss}, Thomas; George, Laurent & Gettings, Oliver","Exact comparison of fixed priority and EDF scheduling based on speedup factors for both pre-emptive and non-pre-emptive paradigms","{Real-Time Systems}",51,5,"September","566 - 601",2015,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01796734","","","","","","{Springer Verlag}","","","","","","","","","","",""
7,"","demenorval:hal-01357904","de Menorval, Marie-Amelie; Andre, Franck M.; Silve, Aude; Dalmay, Claire; Fran{\c c}ais, Olivier; Le Pioufle, Bruno & Mir, Lluis M.","Electric pulses: a flexible tool to manipulate cytosolic calcium concentrations and generate spontaneous-like calcium oscillations in mesenchymal stem cells","{Scientific Reports}",6,,"","",2016,"","","https://hal.archives-ouvertes.fr/hal-01357904","","","","","","{Nature Publishing Group}","","","","","","","","","","",""
7,"","diet:hal-01485134","Diet, Antoine; Grzeskowiak, Marjorie; Le Bihan, Yann; Biancheri-Astier, Marc; Lahrar, Maati; Conessa, Christophe; Benamara, Megdouda; Lissorgues, Gaelle Bazin & De Oliveira Alves, Franciso","Improvement of HF RFID Tag Detection With a Distributed Diameter Reader Coil","{IEEE Antennas and Wireless Propagation Letters}",15,,"March","1943 - 1946",2016,"","","https://hal.archives-ouvertes.fr/hal-01485134","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","","",""
7,"","dubocage:hal-01763635","Dubocage, Emmanuelle & Redis, Jean","Dynamics and Performance of French Venture-Backed Firms: Empirical Evidence","{Revue de l'Entrepreneuriat}",16,2,"","",2016,"","","https://hal.archives-ouvertes.fr/hal-01763635","","","","","","{De Boeck Sup{\'e}rieur }","","","","","","","","","","",""
7,"","elmoataz:hal-01397336","Elmoataz, Abderrahim; Lozes, Fran{\c c}ois & Talbot, Hugues","Morphological PDEs on Graphs for Image Processing on Surfaces and Point Clouds","{International Journal of Geo-Infomation Special Issue ''Mathematical Morphology in Geoinformatics''}",,,"","",2016,"","","https://hal.archives-ouvertes.fr/hal-01397336","","","","","","{MPDI}","","","","","","","","","","",""
7,"","feki:hal-01800584","Feki, Oussama; Grandpierre, Thierry; Masmoudi, Nouri & Akil, Mohamed","Optimized Implementation of H.264/AVC Motion Estimation on a Mixed Architecture Using SynDEx-Mix","{International Review on Computers and Software (IRECOS)}",11,5,"May","",2016,"","","https://hal.archives-ouvertes.fr/hal-01800584","","","","","","{Praise Worthy Prize}","","","","","","","","","","",""
7,"","grebosz:hal-01349760","Grebosz, Magdalena & Pointet, Jean-Marc","Paradox of retro-innovation in brand management","{Journal Management Sciences}",1,26,"","52-62",2016,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01349760","","","","","","{Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu}","","","","","","","",""," consumers attitudes ; brand image. ; innovation ; retro-brand ; retro-marketing ; innowacje ; postawy konsument{\'o}w ; wizerunek marki. ; marketing retro ; marka retro","",""
7,"","grebosz:hal-01349765","Grebosz, Magdalena & Pointet, Jean-Marc","The ``retro'' trend in marketing communication strategy of global brands ","{Journal of Intercultural Management}",7,3,"September","",2015,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01349765","","","","","","{University of Social Sciences Ł{\'o}d{\'z}}","","","","","","","",""," marketing communication strategy ; brand management ; consumers attitudes ; brand ; retromarketing ; globalisation","",""
7,"","hendel:hal-01113917","Hendel, Martin; Gutierrez, Pierre; Colombert, Morgane; Youssef YD, D. I. A. B. & Royon, Laurent","Measuring the Effects of Urban Heat Island Mitigation Techniques in the Field: Application to the Case of Pavement-Watering in Paris","{Urban Climate}",,,"","",2016,"","","https://hal.archives-ouvertes.fr/hal-01113917","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01113917/file/160302_Manuscript_final%20%281%29.pdf",""
7,"","hendel:hal-01222772","Hendel, Martin & Royon, Laurent","The effect of pavement-watering on subsurface pavement temperatures","{Urban Climate}",,,"November","",2015,"","","https://hal.archives-ouvertes.fr/hal-01222772","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01222772/file/UC_Manuscript_rev.pdf",""
7,"","herth:hal-01771653","Herth, Etienne; Algre, Emmanuelle; Rauch, Jean-Yves; Gerbedoen, Jean-Claude; Defrance, Nicolas & Delobelle, Patrick","Modeling and characterization of piezoelectric beams based on an aluminum nitride thin-film layer","{physica status solidi (a)}",213,1,"January","114 - 121",2016,"","","https://hal.archives-ouvertes.fr/hal-01771653","","","","","","{Wiley}","","","","","","","","","","",""
7,"","karami:hal-01445368","Karami, Armine; Galayko, Dimitri & Basset, Philippe","Characterization of the capacitance variation of electrostatic vibration energy harvesters biased following rectangular charge-voltage diagrams","{Journal of Physics: Conference Series}",773,,"","12015",2016,"","","https://hal.archives-ouvertes.fr/hal-01445368","","","","","","{IOP Publishing}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01445368/file/karami_powermems2016.pdf",""
7,"","leprince:hal-01721076","Leprince, Yamin Wang; Liu, Y.; Chin, K.; Ser, W.; Chen, H.; Hsieh, C.-M.; Lee, C.-H.; Sung, K.; Ayi, T.; Yap, P.; Liedberg, B.; Wang, K.; Bourouina, Tarik & Leprince-Wang, Y.","Cell refractive index for cell biology and disease diagnosis: past, present and future","{Lab on a Chip}",16,4,"","634 - 644",2016,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01721076","","","","","","{Royal Society of Chemistry}","","","","","","","","","","",""
7,"","liu:hal-01220019","Liu, Ming; Chu, Feng; Zhang, Zizhen & Chu, Chengbin","A polynomial-time heuristic for the quay crane double-cycling problem with internal-reshuffling operations","{Transportation Research Part E: Logistics and Transportation Review}",81,,"September","52---74",2015,"","","https://hal.archives-ouvertes.fr/hal-01220019","","","","","","{Elsevier}","","","","","","","","","Internal reshuffling ; Terminal operations ; Double cycling ; Container port","",""
7,"","liu:hal-01416028","Liu, Ming; Wang, Shijin; Chu, Chengbin & Chu, Feng","An improved exact algorithm for single-machine scheduling to minimise the number of tardy jobs with periodic maintenance","{International Journal of Production Research}",54,12,"June","3591--3602",2016,"","","https://hal.archives-ouvertes.fr/hal-01416028","","","","","","{Taylor \& Francis}","","","","","","","","","branch-and-bound ; number of tardy jobs ; periodic maintenance ; scheduling ; single machine","",""
7,"","lu:hal-01521578","Lu, Yingxian; Cottone, Francesco; Boisseau, S{\'e}bastien; Marty, Fr{\'e}d{\'e}ric; Galayko, Dimitri & Basset, Philippe","A nonlinear MEMS electrostatic kinetic energy harvester for human-powered biomedical devices","{Applied Physics Letters}",107,25,"December","253902",2015,"","","https://hal.archives-ouvertes.fr/hal-01521578","","","","","","{American Institute of Physics}","","","","","","","","","","",""
7,"","mustafa:hal-01233467","Mustafa, Nabil & Ray, Saurabh","An Optimal Generalization of the Colorful Carath\'eodory Theorem","{Discrete Mathematics}",,,"","",2016,"","","https://hal.archives-ouvertes.fr/hal-01233467","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01233467/file/generalizingcolorfulcaratheodory.pdf",""
7,"","mustafa:hal-01345858","Mustafa, Nabil","A Simple Proof of the Shallow Packing Lemma","{Discrete and Computational Geometry}",55,3,"","739-743",2016,"","","https://hal.archives-ouvertes.fr/hal-01345858","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01345858/file/shallowpackinglemma.pdf",""
7,"","mustafa:hal-01345859","Mustafa, Nabil & Pach, J{\'a}nos","On the Zarankiewicz Problem for the Intersection Hypergraphs","{Journal of Combinatorial Theory, Series A}",141,,"","1-7",2016,"","","https://hal.archives-ouvertes.fr/hal-01345859","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01345859/file/intersectionhypergraphs_j.pdf",""
7,"","oriordan:hal-01521574","O'Riordan, Eoghan; Galayko, Dimitri; Basset, Philippe & Blokhina, Elena","Complete electromechanical analysis of electrostatic kinetic energy harvesters biased with a continuous conditioning circuit","{Sensors and Actuators A: Physical }",247,,"August","379--388",2016,"","","https://hal.archives-ouvertes.fr/hal-01521574","","","","","","{Elsevier}","","","","","","","","","Electromechanical effects ; Electrostatic kinetic energy harvester ; MEMS energy harvesters ; Energy conversion","",""
7,"","oriordan:hal-01521579","O'Riordan, Eoghan; Dudka, Andrii; Galayko, Dimitri; Basset, Philippe; Feely, Orla & Blokhina, Elena","Capacitive Energy Conversion With Circuits Implementing a Rectangular Charge-Voltage Cycle Part 2: Electromechanical and Nonlinear Analysis","{IEEE Transactions on Circuits and Systems - Part I}",62,11,"November","2664 - 2673",2015,"","","https://hal.archives-ouvertes.fr/hal-01521579","","","","","","","","","","","","","","","Transducers ; Oscillators ; Mathematical model ; Integrated circuit modeling ; Force ; Numerical models ; Vibrations","",""
7,"","possas:hal-01869221","Possas, Maira; Rousseau, Lionel; Ghassemi, Farbod; Lissorgues, Gaelle Bazin; Scorsone, Emmanuel & Bergonzo, Philippe","Fabrication and micromechanical characterization of polycrystalline diamond microcantilevers","{Microsystem Technologies}",22,3,"March","609 - 615",2016,"","","https://hal.archives-ouvertes.fr/hal-01869221","","","","","","{Springer Verlag}","","","","","","","","","Cantilever Deflection ; Diamond Growth ; Resonance Test ; Diamond Film ; Polycrystalline Diamond","",""
7,"","roman:hal-02006469","Roman, Jean; Fran{\c c}ais, Olivier; Jarroux, Nathalie; Patriarche, Gilles; Pelta, Juan; Le Pioufle, Bruno & Bacri, Laurent","Nanoparticle Electrical Analysis and Detection with a Solid-state Nanopore in a Microfluidic Device","{Procedia Engineering}",168,,"","1475-1478",2016,"","","https://hal.archives-ouvertes.fr/hal-02006469","","","","Proceedings of the 30th anniversary Eurosensors Conference -- Eurosensors 2016, 4-7. Sepember 2016, Budapest, Hungary","","{Elsevier}","","","","","","","","","nanopores ; single particle ; DNA ; translocation ; protein ; virus ; electrical detection","https://hal.archives-ouvertes.fr/hal-02006469/file/1-s2.0-S1877705816337390-main.pdf",""
7,"","sandor:hal-01881668","Sandor, Barbara; Marin, Micka{\"e}l; Lapoum{\'e}roulie, Claudine; Raba{\"i}, Miklos; Lefevre, Sophie; Lemonne, Nathalie; El Nemer, Wassim; Mozar, Ana{\"i}s; Fran{\c c}ais, Olivier; Le Pioufle, Bruno; Connes, Philippe & Le Van Kim, Caroline","Effects of Poloxamer 188 on red blood cell membrane properties in sickle cell anaemia","{British Journal of Haematology}",173,1,"April","145 - 149",2016,"","","https://hal-univ-lyon1.archives-ouvertes.fr/hal-01881668","","","","","","{Wiley}","","","","","","","","","","",""
7,"","talbot:hal-01338346","Talbot, Hugo; Spadoni, Federico; Duriez, Christian; Sermesant, Maxime; Cotin, St{\'e}phane & Delingette, Herv{\'e}","Interactive Training System for Interventional Electrocardiology Procedures","{Medical Image Analysis}",8789,,"","11-19",2016,"","","https://hal.inria.fr/hal-01338346","","","","","","{Elsevier}","","","","","","","","","Real-Time Electrophysiology ; Interactive Simulation ; Training Simulator ; Endovascular Navigation","https://hal.inria.fr/hal-01338346/file/Talbot_H.pdf",""
7,"","trainito:hal-01284729","Trainito, C. I.; Bayart, E.; Subra, F.; Fran{\c c}ais, Olivier & Le Pioufle, B.","The Electrorotation as a Tool to Monitor the Dielectric Properties of Spheroid During the Permeabilization","{Journal of Membrane Biology}",,,"February","",2016,"","","https://hal.archives-ouvertes.fr/hal-01284729","","","","","","{Springer Verlag (Germany)}","","","","","","","","","","",""
7,"","xu:hal-01162437","Xu, Yongchao; G{\'e}raud, Thierry & Najman, Laurent","Connected Filtering on Tree-Based Shape-Spaces","{IEEE Transactions on Pattern Analysis and Machine Intelligence}",38,6,"May","1126 - 1140",2016,"","","https://hal.archives-ouvertes.fr/hal-01162437","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","shape-based lower/upper leveling ; graph ; tree of shapes ; Index Terms-Mathematical morphology ; connected filtering ; shape-space filtering ; Max-tree ; Min-tree ; blood vessel segmentation ; shaping F","https://hal.archives-ouvertes.fr/hal-01162437/file/xu.2014.pami.pdf",""
7,"","xu:hal-01287029","Xu, Yongchao; G{\'e}raud, Thierry & Najman, Laurent","Hierarchical image simplification and segmentation based on Mumford-Shah-salient level line selection","{Pattern Recognition Letters}",,,"May","",2016,"","","https://hal.archives-ouvertes.fr/hal-01287029","","","","","","{Elsevier}","","","","","","","",""," Tree of shapes ; Level line ; Mumford-Shah functional ; Hierarchical image simplification ; Image segmentation","https://hal.archives-ouvertes.fr/hal-01287029/file/xu.2015.prl%20%281%29.pdf",""
7,"","yuan:hal-01356223","Yuan, Zhe; Xu, Haoxuan; Gong, Yeming; Chu, Chengbin; Zhang, Jinlong & Gong, Yeming (Yale)","Designing public storage warehouses with high demand for revenue maximisation","{International Journal of Production Research}",55,13,"","3686 - 3700",2016,"","","https://hal.archives-ouvertes.fr/hal-01356223","","","","","","{Taylor \& Francis}","","","","","","","","","facility design and planning ; revenue management ; warehouse management ; public storage ; dynamic programming","",""
7,"","zemmour:hal-01691555","Zemmour, Hamadache; Diet, A. & Baudoin, Genevi{\`e}ve","Effect of depth and soil moisture on buried ultra-wideband antenna","{Electronics Letters}",52,10,"May","792 - 794",2016,"","","https://hal-centralesupelec.archives-ouvertes.fr/hal-01691555","","","","","","{IET}","","","","","","","","","","",""
7,"","zhong:hal-01180405","Zhong, Jinhong; Chu, Feng; Chu, Chengbin & Yang, Shanlin","Polynomial dynamic programming algorithms for lot sizing models with bounded inventory and stockout and/or backlogging","{Journal of Systems Science and Systems Engineering}",25,3,"September","370--397",2016,"","","https://hal.archives-ouvertes.fr/hal-01180405","","","","","","{Springer Verlag (Germany)}","","","","","","","","","stockout ; dynamic programming ; outsourcing ; backlogging ; bounded inventory ; Dynamic lot sizing problem","",""
7,"","zhu:hal-01760158","Zhu, Zhanguo; Zheng, Feifeng & Chu, Chengbin","Multitasking scheduling problems with a rate-modifying activity","{International Journal of Production Research}",55,1,"June","296 - 312",2016,"","","https://hal.archives-ouvertes.fr/hal-01760158","","","","","","{Taylor \& Francis}","","","","","","","","","","",""
1,"","basset:hal-01504088","Basset, Philippe; Blokhina, Elena & Galayko, Dimitri","Electrostatic Kinetic Energy Harvesting","",,,"March","",2016,"","","https://hal.sorbonne-universite.fr/hal-01504088","","","","","","","","","","","","","","","","",""
5,"","robinson:hal-01273366","Robinson, Douglas K. R.; Rip, Arie & Delemarle, Aur{\'e}lie","Nanodistricts: Between Global Nanotechnology Promises and Local Cluster Dynamics","",29,,"","",2016,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01273366","{The Local Configuration of New Research Fields - On Regional and National Diversity}","","","Sociology of the Sciences Yearbook","","{springer}","","","","","","","","","nanodistrict ; nanotechnologies ; institutional entrepreneur","",""
6,"","abreu:cea-01913396","Abreu, Maira Possas; Ghassemi, Farbod; Rousseau, Lionel; Lissorgues, Gaelle Bazin; Habchi, Massiel & Scorsone, Emmanuel","Detecting volatile organic compounds using a resonant microcantilever-based system","",,,"May","7514883",2016,"Budapest, Hungary","","https://hal-cea.archives-ouvertes.fr/cea-01913396","{2016 Symposium on Design, Test, Integration and Packaging of MEMS/MOEMS (DTIP)}","","","","","{IEEE}","","","","","","","","","resonant microcantilever-based system ; polymer films ; silicon ; VOC detection ; polymer coatings ; diamond cantilever ; silicon cantilever ; volatile organic compounds ; organic compounds ; microsensors ; diamond ; chemical sensors ; cantilevers ; Sensor arrays ; Fabrication ; Surface treatment ; Polymer ; volatile organic compound (VOC) ; Sensor ; Microcantilever","",""
6,"","addisudesta:hal-01803779","Addisu Desta, Alemayehu; George, Laurent; courbin, pierre & Sciandra, Vincent","Modelling of Distributed Energy Resources in Industrial Context Using Service Curves of Network Calculus","",,,"December","",2015,"Las Vegas, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01803779","{2015 International Conference on Computational Science and Computational Intelligence (CSCI)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","allab:hal-01412063","Allab, Yacine; Pellegrino, Margot; Guo, Xiaofeng; Nefzaoui, E. & Kindinis, A."," L'efficacit\'e \'energ\'etique des b\^atiments existants: le cas d'\'etude d'un campus universitaire fran\c cais ","",,,"May","",2016,"Champs-sur-Marne, France","","https://hal.archives-ouvertes.fr/hal-01412063","{International Building Performance Simulation Association}","","","","","","","","","","","","","","energie ; confort ; compus universitaire","",""
6,"","awan:hal-01294431","Awan, Muhammad Ali; Masson, Damien & Tovar, Eduardo","Energy-Aware Task Allocation onto Unrelated Heterogeneous Multicore Platform for Mixed Criticality Systems","",,,"December","",2015,"San Antonio, TX, United States","","https://hal-upec-upem.archives-ouvertes.fr/hal-01294431","{Proceedings of the Work-in-Progress Session of the Real-Time Systems Symposium}","","","","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-01294431/file/wiprtss15.pdf",""
6,"","awan:hal-01742074","Awan, Muhammad Ali; Masson, Damien & Tovar, Eduardo","Energy Efficient Mapping of Mixed Criticality Applications on Unrelated Heterogeneous Multicore Platforms","",,,"May","",2016," Krakow, Poland","","https://hal.archives-ouvertes.fr/hal-01742074","{11th IEEE International Symposium on Industrial Embedded Systems (SIES 2016)}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01742074/file/Camera_Ready_Version_PID4230307.pdf",""
6,"","benamara:hal-01691587","Benamara, Megdouda; Grzeskowiak, Marjorie; Diet, Antoine; Lissorgues, Gaelle Bazin; Le Bihan, Yann; Protat, St{\'e}phane & Conessa, Christophe","A Twisted Loop Antenna to enhance HF RFID detection for different tag positioning","",,,"April","",2016,"Davos, Switzerland","","https://hal-centralesupelec.archives-ouvertes.fr/hal-01691587","{2016 10th European Conference on Antennas and Propagation (EuCAP)}","","","Proceedings of 2016 10th European Conference on Antennas and Propagation (EuCAP)","","{IEEE}","","","","","","","","","","",""
6,"","benatitallah:hal-01306398","ben atitallah, mohamad amin; Boudabous, Anis; Ben Atitallah, Ahmed & Kachouri, Rostom","Complexity study of the Gamma correction method for text extraction from complex images","",,,"December","",2015,"Monastir, Tunisia","","https://hal.archives-ouvertes.fr/hal-01306398","{STA: International conference on Sciences and Techniques of Automatic control \& computer engineering}","","","","","","","","","","","","","","Gamma correction ; text extraction ; optimization ; Otsu ; GLCM","",""
6,"","bercher:hal-01221001","Bercher, Jean-Fran{\c c}ois; Girardin, Valerie; Lequesne, Justine; Regnault, Philippe & Zozor, Steeve","Sur la recherche de $\phi$-entropie \`a maximisante donn\'ee","",,,"September","n/c",2015,"Lyon, France","","https://hal.archives-ouvertes.fr/hal-01221001","{XXV{\`e}me colloque GRETSI (GRETSI 2015)}","","","","","{GRETSI}","","","","","","","","","","",""
6,"","bercher:hal-01278839","Bercher, Jean-Fran{\c c}ois; DURIEZ, B{\'e}n{\'e}dicte; Boggetto, Nicole & Prioleau, Marie-Noelle","Dynamique et synchronisme de r\'eplication de l'ADN dans des cellules vivantes -- Analyse de marqueurs fluorescents","",,,"September","",2015,"Lyon, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01278839","{XXVe colloque GRETSI}","","","","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-01278839/file/bercher118.pdf",""
6,"","bodenes:hal-01222446","bod{\'e}n{\`e}s, Pierre; Lopes, Filipa; Pareau, Dominique; Fran{\c c}ais, Olivier & Le Pioufle, Bruno","A Microfluidic Device for the Real-Time Characterization of Lipid Producing Algae Cell Population Submitted to a Pulsed Electric Field","",53,,"September","409-413",2015,"Portoro{\v z}, Slovenia","","https://hal.archives-ouvertes.fr/hal-01222446","{1st World Congress on Electroporation and Pulsed Electric Fields in Biology, Medicine and Food \& Environmental Technologies}","","","IFMBE procedings","","{Springer Singapore}","","","","","","","","","","",""
6,"","bodenes:hal-01275167","bod{\'e}n{\`e}s, Pierre; Bensalem, Sakina; Lopes, Filipa; Pareau, Dominique; Fran{\c c}ais, Olivier & Le Pioufle, Bruno","In situ and real time electroporation of a lipid producing microalgae in a microfluidic device","",,,"December","",2015,"Lisbonne, Portugal","","https://hal.archives-ouvertes.fr/hal-01275167","{Algae Europe 2015}","","","","","","","","","","","","","","","",""
6,"","boutry:hal-01134166","Boutry, Nicolas; G{\'e}raud, Thierry & Najman, Laurent","How to make nD images Well-composed without interpolation","",,,"September","",2015,"Quebec City, Canada","","https://hal.archives-ouvertes.fr/hal-01134166","{International Conference on Image Processing (ICIP)}","","","","","{IEEE}","","","","","","","","","Mathematical Morphology ; Index Terms- Digital Topology ; nD images ; Well-Composed Sets","https://hal.archives-ouvertes.fr/hal-01134166/file/388-GywY-131.pdf",""
6,"","bozsak:hal-01275165","Bozsak, Franz; Carreel, Bruno; Massina, Pierluca; Cottance, Myline; Fran{\c c}ais, Olivier; Le Pioufle, Bruno & Barakat, Abdul I.","First in vivo results of an innovative sensor to detect stent-related complications","",,,"December","",2015,"Tel-Aviv, Israel","","https://hal.archives-ouvertes.fr/hal-01275165","{ICI 2015}","","","","","","","","","","","","","","","",""
6,"","chapuis:hal-01475228","Chapuis, Pierre-Olivier; Nghiem, T.; Cruz, C. Abs da & Nefzaoui, E.","Thermal transport phenomena beyond the diffusive regime","",,,"June","",2016,"Lodz, Poland","","https://hal.archives-ouvertes.fr/hal-01475228","{23rd International Conference on Mixed Design of Integrated Circuits and Systems -- MIXDES}","","","Proceedings of Special session on Nanoscale Thermal Modeling and Measurement, 23rd International MIXDES","","","","","","","","","","","","",""
